,mag_diff,fof_halo_count,fof_halo_tag,fof_halo_mass,fof_halo_ke,fof_halo_center_x,fof_halo_center_y,fof_halo_center_z,fof_halo_angmom_x,fof_halo_angmom_y,fof_halo_angmom_z,fof_halo_max_cir_vel,fof_halo_com_x,fof_halo_com_y,fof_halo_com_z,fof_halo_com_vx,fof_halo_com_vy,fof_halo_com_vz,fof_halo_1D_vel_disp
0,6.14028263092041,28,587644876,15361747968.0,4978726089523200.0,138.96530151367188,121.819580078125,2.390533447265625,-333041.90625,35685288.0,-30050658.0,37.446964263916016,138.97341918945312,121.80757904052734,2.385084390640259,82.59638214111328,627.140869140625,495.6897277832031,28.05786895751953
1,4.96535587310791,35,1057709872,19202185216.0,6239976521990144.0,5.760894775390625,177.70651245117188,190.32061767578125,-1788975.875,-84608560.0,-33926060.0,48.97015380859375,5.750633716583252,177.7084503173828,190.3237762451172,207.4304656982422,-247.1492156982422,-736.31201171875,34.919349670410156
2,4.739438056945801,81,39327590,44439343104.0,1.2375133293379584e+16,2.105947494506836,133.1219482421875,209.5945281982422,-129771240.0,-248464944.0,56002920.0,56.035404205322266,2.0990607738494873,133.12600708007812,209.593017578125,-250.40847778320312,205.6815948486328,-664.9581909179688,57.05610275268555
3,3.9789233207702637,21,696850300,11521310720.0,1011763902414848.0,160.09176635742188,140.94308471679688,218.57003784179688,6135651.5,23919026.0,6092195.0,35.00197219848633,160.09449768066406,140.94728088378906,218.5679931640625,-264.5228576660156,-197.91558837890625,-254.10626220703125,25.301876068115234
4,3.325172185897827,58,214227312,31820763136.0,1742697744302080.0,51.2167854309082,73.5767822265625,94.57588195800781,-29500056.0,42686204.0,-65141652.0,55.99623489379883,51.20895004272461,73.57640075683594,94.580322265625,-12.012682914733887,-270.0649719238281,175.57034301757812,43.311954498291016
5,3.2373926639556885,29,561187037,15910381568.0,3345665975386112.0,122.78448486328125,49.59334182739258,52.79096603393555,78702880.0,-2404499.25,43705124.0,37.97886657714844,122.79843139648438,49.583553314208984,52.78560256958008,-604.7259521484375,122.70014953613281,-192.2469940185547,30.85539436340332
6,3.2338550090789795,28,555117467,15361747968.0,1953565606150144.0,127.08928680419922,108.41383361816406,234.34625244140625,-70063208.0,33685976.0,67439336.0,35.371681213378906,127.09068298339844,108.40496063232422,234.34873962402344,-268.4062805175781,280.64703369140625,317.66162109375,29.597232818603516
7,3.0507960319519043,21,355452678,11521310720.0,2898643631734784.0,90.83879089355469,0.3745889663696289,182.85403442382812,-54577144.0,-8588605.0,-55691936.0,35.263919830322266,90.82526397705078,0.3747338652610779,182.83663940429688,362.60565185546875,198.2229461669922,-574.9664306640625,24.616302490234375
8,2.973104476928711,27,472667822,14813114368.0,987845900632064.0,113.13904571533203,196.21685791015625,164.6068115234375,60970324.0,-13362187.0,19534892.0,42.9476203918457,113.13345336914062,196.2233428955078,164.6050567626953,91.42228698730469,-30.51845932006836,-349.0338134765625,27.449899673461914
9,2.8012187480926514,73,672085236,40050270208.0,1.1722988680380416e+16,155.73666381835938,245.04818725585938,58.680152893066406,-281366336.0,270586368.0,-218242080.0,55.16714096069336,155.7357177734375,245.05616760253906,58.6715202331543,-742.6860961914062,145.17274475097656,-61.965511322021484,54.516605377197266
10,2.793267250061035,43,382639799,23591256064.0,3351634369314816.0,86.8964614868164,236.12557983398438,163.2532958984375,-39793604.0,-101851536.0,34891064.0,37.77693176269531,86.87605285644531,236.1112060546875,163.25473022460938,-228.46176147460938,110.21617889404297,-465.2609558105469,33.32636642456055
11,2.6571202278137207,34,731711655,18653550592.0,4519640256479232.0,177.63705444335938,205.4740753173828,47.03102493286133,105478352.0,-63325940.0,-26638584.0,49.455604553222656,177.64146423339844,205.47775268554688,47.041343688964844,645.4751586914062,84.58590698242188,239.10145568847656,34.76187515258789
12,2.6528983116149902,24,184443890,13167212544.0,1607267761782784.0,47.77799987792969,236.2402801513672,2.997102737426758,-39594960.0,53517824.0,-98532368.0,33.772552490234375,47.7816162109375,236.22451782226562,2.994767189025879,298.9583435058594,252.60226440429688,298.04595947265625,26.560781478881836
